"REF_DATE","GEO","DGUID","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2018-11","Saskatchewan","2016A000247","Job vacancy rate","Percent","239","units","0","v1212389389","9.4","1.8","B","","","1"
"2018-11","Alberta","2016A000248","Job vacancies","Number","223","units","0","v1212389391","10.1","60700","B","","","0"
"2018-11","Alberta","2016A000248","Payroll employees","Number","223","units","0","v1212389390","10.3","1986405","A","","","0"
"2018-11","Alberta","2016A000248","Job vacancy rate","Percent","239","units","0","v1212389392","10.4","3.0","B","","","1"
"2018-11","British Columbia","2016A000259","Job vacancies","Number","223","units","0","v1212389394","11.1","101510","A","","","0"
"2018-11","British Columbia","2016A000259","Payroll employees","Number","223","units","0","v1212389393","11.3","2220175","A","","","0"
"2018-11","British Columbia","2016A000259","Job vacancy rate","Percent","239","units","0","v1212389395","11.4","4.4","A","","","1"
"2018-11","Yukon","2016A000260","Job vacancies","Number","223","units","0","v1212389397","12.1","515","E","","","0"
"2018-11","Yukon","2016A000260","Payroll employees","Number","223","units","0","v1212389396","12.3","17380","A","","","0"
"2018-11","Yukon","2016A000260","Job vacancy rate","Percent","239","units","0","v1212389398","12.4","2.9","E","","","1"
"2018-11","Northwest Territories","2016A000261","Job vacancies","Number","223","units","0","v1212389400","13.1","710","E","","","0"
"2018-11","Northwest Territories","2016A000261","Payroll employees","Number","223","units","0","v1212389399","13.3","22175","A","","","0"
"2018-11","Northwest Territories","2016A000261","Job vacancy rate","Percent","239","units","0","v1212389401","13.4","3.1","E","","","1"
"2018-11","Nunavut","2016A000262","Job vacancies","Number","223","units","0","v1212389403","14.1","475","D","","","0"
"2018-11","Nunavut","2016A000262","Payroll employees","Number","223","units","0","v1212389402","14.3","12450","A","","","0"
"2018-11","Nunavut","2016A000262","Job vacancy rate","Percent","239","units","0","v1212389404","14.4","3.7","D","","","1"
"2018-12","Canada","2016A000011124","Job vacancies","Number","223","units","0","v1212389364","1.1","477705","A","","","0"
"2018-12","Canada","2016A000011124","Payroll employees","Number","223","units","0","v1212389363","1.3","16284295","A","","","0"
"2018-12","Canada","2016A000011124","Job vacancy rate","Percent","239","units","0","v1212389365","1.4","2.8","A","","","1"
"2018-12","Newfoundland and Labrador","2016A000210","Job vacancies","Number","223","units","0","v1212389367","2.1","2570","C","","","0"
"2018-12","Newfoundland and Labrador","2016A000210","Payroll employees","Number","223","units","0","v1212389366","2.3","195725","A","","","0"
"2018-12","Newfoundland and Labrador","2016A000210","Job vacancy rate","Percent","239","units","0","v1212389368","2.4","1.3","C","","","1"
"2018-12","Prince Edward Island","2016A000211","Job vacancies","Number","223","units","0","v1212389370","3.1","2245","D","","","0"
"2018-12","Prince Edward Island","2016A000211","Payroll employees","Number","223","units","0","v1212389369","3.3","62930","A","","","0"
"2018-12","Prince Edward Island","2016A000211","Job vacancy rate","Percent","239","units","0","v1212389371","3.4","3.4","C","","","1"
"2018-12","Nova Scotia","2016A000212","Job vacancies","Number","223","units","0","v1212389373","4.1","9080","B","","","0"
"2018-12","Nova Scotia","2016A000212","Payroll employees","Number","223","units","0","v1212389372","4.3","406610","A","","","0"
"2018-12","Nova Scotia","2016A000212","Job vacancy rate","Percent","239","units","0","v1212389374","4.4","2.2","B","","","1"
"2018-12","New Brunswick","2016A000213","Job vacancies","Number","223","units","0","v1212389376","5.1","7640","B","","","0"
"2018-12","New Brunswick","2016A000213","Payroll employees","Number","223","units","0","v1212389375","5.3","295060","A","","","0"
"2018-12","New Brunswick","2016A000213","Job vacancy rate","Percent","239","units","0","v1212389377","5.4","2.5","B","","","1"
"2018-12","Quebec","2016A000224","Job vacancies","Number","223","units","0","v1212389379","6.1","106520","A","","","0"
"2018-12","Quebec","2016A000224","Payroll employees","Number","223","units","0","v1212389378","6.3","3634935","A","","","0"
"2018-12","Quebec","2016A000224","Job vacancy rate","Percent","239","units","0","v1212389380","6.4","2.8","A","","","1"
"2018-12","Ontario","2016A000235","Job vacancies","Number","223","units","0","v1212389382","7.1","184965","A","","","0"
"2018-12","Ontario","2016A000235","Payroll employees","Number","223","units","0","v1212389381","7.3","6354600","A","","","0"
"2018-12","Ontario","2016A000235","Job vacancy rate","Percent","239","units","0","v1212389383","7.4","2.8","A","","","1"
"2018-12","Manitoba","2016A000246","Job vacancies","Number","223","units","0","v1212389385","8.1","15220","B","","","0"
"2018-12","Manitoba","2016A000246","Payroll employees","Number","223","units","0","v1212389384","8.3","595495","A","","","0"
"2018-12","Manitoba","2016A000246","Job vacancy rate","Percent","239","units","0","v1212389386","8.4","2.5","B","","","1"
"2018-12","Saskatchewan","2016A000247","Job vacancies","Number","223","units","0","v1212389388","9.1","7975","B","","","0"
"2018-12","Saskatchewan","2016A000247","Payroll employees","Number","223","units","0","v1212389387","9.3","464590","A","","","0"
"2018-12","Saskatchewan","2016A000247","Job vacancy rate","Percent","239","units","0","v1212389389","9.4","1.7","B","","","1"
"2018-12","Alberta","2016A000248","Job vacancies","Number","223","units","0","v1212389391","10.1","45240","D","","","0"
"2018-12","Alberta","2016A000248","Payroll employees","Number","223","units","0","v1212389390","10.3","1996760","A","","","0"
"2018-12","Alberta","2016A000248","Job vacancy rate","Percent","239","units","0","v1212389392","10.4","2.2","C","","","1"
"2018-12","British Columbia","2016A000259","Job vacancies","Number","223","units","0","v1212389394","11.1","94830","B","","","0"
"2018-12","British Columbia","2016A000259","Payroll employees","Number","223","units","0","v1212389393","11.3","2225760","A","","","0"
"2018-12","British Columbia","2016A000259","Job vacancy rate","Percent","239","units","0","v1212389395","11.4","4.1","B","","","1"
"2018-12","Yukon","2016A000260","Job vacancies","Number","223","units","0","v1212389397","12.1","660","D","","","0"
"2018-12","Yukon","2016A000260","Payroll employees","Number","223","units","0","v1212389396","12.3","16940","A","","","0"
"2018-12","Yukon","2016A000260","Job vacancy rate","Percent","239","units","0","v1212389398","12.4","3.8","D","","","1"
"2018-12","Northwest Territories","2016A000261","Job vacancies","Number","223","units","0","v1212389400","13.1","390","D","","","0"
"2018-12","Northwest Territories","2016A000261","Payroll employees","Number","223","units","0","v1212389399","13.3","22150","A","","","0"
"2018-12","Northwest Territories","2016A000261","Job vacancy rate","Percent","239","units","0","v1212389401","13.4","1.7","D","","","1"
"2018-12","Nunavut","2016A000262","Job vacancies","Number","223","units","0","v1212389403","14.1","375","E","","","0"
"2018-12","Nunavut","2016A000262","Payroll employees","Number","223","units","0","v1212389402","14.3","12740","A","","","0"
"2018-12","Nunavut","2016A000262","Job vacancy rate","Percent","239","units","0","v1212389404","14.4","2.9","E","","","1"
"2019-01","Canada","2016A000011124","Job vacancies","Number","223","units","0","v1212389364","1.1","487375","A","","","0"
"2019-01","Canada","2016A000011124","Payroll employees","Number","223","units","0","v1212389363","1.3","16287130","A","","","0"
"2019-01","Canada","2016A000011124","Job vacancy rate","Percent","239","units","0","v1212389365","1.4","2.9","A","","","1"
"2019-01","Newfoundland and Labrador","2016A000210","Job vacancies","Number","223","units","0","v1212389367","2.1","2175","D","","","0"
"2019-01","Newfoundland and Labrador","2016A000210","Payroll employees","Number","223","units","0","v1212389366","2.3","177135","C","","","0"
"2019-01","Newfoundland and Labrador","2016A000210","Job vacancy rate","Percent","239","units","0","v1212389368","2.4","1.2","C","","","1"
"2019-01","Prince Edward Island","2016A000211","Job vacancies","Number","223","units","0","v1212389370","3.1","955","D","","","0"
"2019-01","Prince Edward Island","2016A000211","Payroll employees","Number","223","units","0","v1212389369","3.3","60755","A","","","0"
"2019-01","Prince Edward Island","2016A000211","Job vacancy rate","Percent","239","units","0","v1212389371","3.4","1.5","D","","","1"
"2019-01","Nova Scotia","2016A000212","Job vacancies","Number","223","units","0","v1212389373","4.1","8310","B","","","0"
"2019-01","Nova Scotia","2016A000212","Payroll employees","Number","223","units","0","v1212389372","4.3","416750","A","","","0"
"2019-01","Nova Scotia","2016A000212","Job vacancy rate","Percent","239","units","0","v1212389374","4.4","2.0","B","","","1"
"2019-01","New Brunswick","2016A000213","Job vacancies","Number","223","units","0","v1212389376","5.1","7890","B","","","0"
"2019-01","New Brunswick","2016A000213","Payroll employees","Number","223","units","0","v1212389375","5.3","295505","A","","","0"
"2019-01","New Brunswick","2016A000213","Job vacancy rate","Percent","239","units","0","v1212389377","5.4","2.6","B","","","1"
"2019-01","Quebec","2016A000224","Job vacancies","Number","223","units","0","v1212389379","6.1","108880","A","","","0"
"2019-01","Quebec","2016A000224","Payroll employees","Number","223","units","0","v1212389378","6.3","3605035","A","","","0"
"2019-01","Quebec","2016A000224","Job vacancy rate","Percent","239","units","0","v1212389380","6.4","2.9","A","","","1"
"2019-01","Ontario","2016A000235","Job vacancies","Number","223","units","0","v1212389382","7.1","189705","A","","","0"
"2019-01","Ontario","2016A000235","Payroll employees","Number","223","units","0","v1212389381","7.3","6371540","A","","","0"
"2019-01","Ontario","2016A000235","Job vacancy rate","Percent","239","units","0","v1212389383","7.4","2.9","A","","","1"
"2019-01","Manitoba","2016A000246","Job vacancies","Number","223","units","0","v1212389385","8.1","12105","C","","","0"
"2019-01","Manitoba","2016A000246","Payroll employees","Number","223","units","0","v1212389384","8.3","612650","A","","","0"
"2019-01","Manitoba","2016A000246","Job vacancy rate","Percent","239","units","0","v1212389386","8.4","1.9","C","","","1"
"2019-01","Saskatchewan","2016A000247","Job vacancies","Number","223","units","0","v1212389388","9.1","7790","B","","","0"
"2019-01","Saskatchewan","2016A000247","Payroll employees","Number","223","units","0","v1212389387","9.3","466660","A","","","0"
"2019-01","Saskatchewan","2016A000247","Job vacancy rate","Percent","239","units","0","v1212389389","9.4","1.6","B","","","1"
"2019-01","Alberta","2016A000248","Job vacancies","Number","223","units","0","v1212389391","10.1","46050","B","","","0"
"2019-01","Alberta","2016A000248","Payroll employees","Number","223","units","0","v1212389390","10.3","1978520","A","","","0"
"2019-01","Alberta","2016A000248","Job vacancy rate","Percent","239","units","0","v1212389392","10.4","2.3","A","","","1"
"2019-01","British Columbia","2016A000259","Job vacancies","Number","223","units","0","v1212389394","11.1","101285","A","","","0"
"2019-01","British Columbia","2016A000259","Payroll employees","Number","223","units","0","v1212389393","11.3","2251365","A","","","0"
"2019-01","British Columbia","2016A000259","Job vacancy rate","Percent","239","units","0","v1212389395","11.4","4.3","A","","","1"
"2019-01","Yukon","2016A000260","Job vacancies","Number","223","units","0","v1212389397","12.1","720","E","","","0"
"2019-01","Yukon","2016A000260","Payroll employees","Number","223","units","0","v1212389396","12.3","16825","A","","","0"
"2019-01","Yukon","2016A000260","Job vacancy rate","Percent","239","units","0","v1212389398","12.4","4.1","E","","","1"
"2019-01","Northwest Territories","2016A000261","Job vacancies","Number","223","units","0","v1212389400","13.1","1125","E","","","0"
"2019-01","Northwest Territories","2016A000261","Payroll employees","Number","223","units","0","v1212389399","13.3","21740","A","","","0"
"2019-01","Northwest Territories","2016A000261","Job vacancy rate","Percent","239","units","0","v1212389401","13.4","4.9","E","","","1"
"2019-01","Nunavut","2016A000262","Job vacancies","Number","223","units","0","v1212389403","14.1","375","E","","","0"
"2019-01","Nunavut","2016A000262","Payroll employees","Number","223","units","0","v1212389402","14.3","12650","A","","","0"
"2019-01","Nunavut","2016A000262","Job vacancy rate","Percent","239","units","0","v1212389404","14.4","2.9","E","","","1"
"2019-02","Canada","2016A000011124","Job vacancies","Number","223","units","0","v1212389364","1.1","478310","A","","","0"
"2019-02","Canada","2016A000011124","Payroll employees","Number","223","units","0","v1212389363","1.3","15830435","A","","","0"
"2019-02","Canada","2016A000011124","Job vacancy rate","Percent","239","units","0","v1212389365","1.4","2.9","A","","","1"
"2019-02","Newfoundland and Labrador","2016A000210","Job vacancies","Number","223","units","0","v1212389367","2.1","4180","C","","","0"
"2019-02","Newfoundland and Labrador","2016A000210","Payroll employees","Number","223","units","0","v1212389366","2.3","187220","A","","","0"
"2019-02","Newfoundland and Labrador","2016A000210","Job vacancy rate","Percent","239","units","0","v1212389368","2.4","2.2","C","","","1"
"2019-02","Prince Edward Island","2016A000211","Job vacancies","Number","223","units","0","v1212389370","3.1","1175","E","","","0"
"2019-02","Prince Edward Island","2016A000211","Payroll employees","Number","223","units","0","v1212389369","3.3","57680","A","","","0"
"2019-02","Prince Edward Island","2016A000211","Job vacancy rate","Percent","239","units","0","v1212389371","3.4","2.0","E","","","1"
"2019-02","Nova Scotia","2016A000212","Job vacancies","Number","223","units","0","v1212389373","4.1","8400","B","","","0"
"2019-02","Nova Scotia","2016A000212","Payroll employees","Number","223","units","0","v1212389372","4.3","395785","A","","","0"
"2019-02","Nova Scotia","2016A000212","Job vacancy rate","Percent","239","units","0","v1212389374","4.4","2.1","B","","","1"
"2019-02","New Brunswick","2016A000213","Job vacancies","Number","223","units","0","v1212389376","5.1","6290","B","","","0"
"2019-02","New Brunswick","2016A000213","Payroll employees","Number","223","units","0","v1212389375","5.3","299235","A","","","0"
"2019-02","New Brunswick","2016A000213","Job vacancy rate","Percent","239","units","0","v1212389377","5.4","2.1","B","","","1"
"2019-02","Quebec","2016A000224","Job vacancies","Number","223","units","0","v1212389379","6.1","107990","A","","","0"
"2019-02","Quebec","2016A000224","Payroll employees","Number","223","units","0","v1212389378","6.3","3486785","A","","","0"
"2019-02","Quebec","2016A000224","Job vacancy rate","Percent","239","units","0","v1212389380","6.4","3.0","A","","","1"
"2019-02","Ontario","2016A000235","Job vacancies","Number","223","units","0","v1212389382","7.1","183805","A","","","0"
"2019-02","Ontario","2016A000235","Payroll employees","Number","223","units","0","v1212389381","7.3","6194160","A","","","0"
"2019-02","Ontario","2016A000235","Job vacancy rate","Percent","239","units","0","v1212389383","7.4","2.9","A","","","1"
"2019-02","Manitoba","2016A000246","Job vacancies","Number","223","units","0","v1212389385","8.1","11600","B","","","0"
"2019-02","Manitoba","2016A000246","Payroll employees","Number","223","units","0","v1212389384","8.3","579930","A","","","0"
"2019-02","Manitoba","2016A000246","Job vacancy rate","Percent","239","units","0","v1212389386","8.4","2.0","B","","","1"
"2019-02","Saskatchewan","2016A000247","Job vacancies","Number","223","units","0","v1212389388","9.1","7715","B","","","0"
"2019-02","Saskatchewan","2016A000247","Payroll employees","Number","223","units","0","v1212389387","9.3","454300","A","","","0"
"2019-02","Saskatchewan","2016A000247","Job vacancy rate","Percent","239","units","0","v1212389389","9.4","1.7","B","","","1"
"2019-02","Alberta","2016A000248","Job vacancies","Number","223","units","0","v1212389391","10.1","52680","B","","","0"
"2019-02","Alberta","2016A000248","Payroll employees","Number","223","units","0","v1212389390","10.3","1940860","A","","","0"
"2019-02","Alberta","2016A000248","Job vacancy rate","Percent","239","units","0","v1212389392","10.4","2.6","B","","","1"
"2019-02","British Columbia","2016A000259","Job vacancies","Number","223","units","0","v1212389394","11.1","93020","B","","","0"
"2019-02","British Columbia","2016A000259","Payroll employees","Number","223","units","0","v1212389393","11.3","2185910","A","","","0"
"2019-02","British Columbia","2016A000259","Job vacancy rate","Percent","239","units","0","v1212389395","11.4","4.1","A","","","1"
"2019-02","Yukon","2016A000260","Job vacancies","Number","223","units","0","v1212389397","12.1","460","D","","","0"
"2019-02","Yukon","2016A000260","Payroll employees","Number","223","units","0","v1212389396","12.3","16050","A","","","0"
"2019-02","Yukon","2016A000260","Job vacancy rate","Percent","239","units","0","v1212389398","12.4","2.8","D","","","1"
"2019-02","Northwest Territories","2016A000261","Job vacancies","Number","223","units","0","v1212389400","13.1","605","D","","","0"
"2019-02","Northwest Territories","2016A000261","Payroll employees","Number","223","units","0","v1212389399","13.3","21150","A","","","0"
"2019-02","Northwest Territories","2016A000261","Job vacancy rate","Percent","239","units","0","v1212389401","13.4","2.8","D","","","1"
"2019-02","Nunavut","2016A000262","Job vacancies","Number","223","units","0","v1212389403","14.1","390","D","","","0"
"2019-02","Nunavut","2016A000262","Payroll employees","Number","223","units","0","v1212389402","14.3","11370","A","","","0"
"2019-02","Nunavut","2016A000262","Job vacancy rate","Percent","239","units","0","v1212389404","14.4","3.3","D","","","1"
"2019-03","Canada","2016A000011124","Job vacancies","Number","223","units","0","v1212389364","1.1","540840","A","","","0"
"2019-03","Canada","2016A000011124","Payroll employees","Number","223","units","0","v1212389363","1.3","15877265","A","","","0"
"2019-03","Canada","2016A000011124","Job vacancy rate","Percent","239","units","0","v1212389365","1.4","3.3","A","","","1"
"2019-03","Newfoundland and Labrador","2016A000210","Job vacancies","Number","223","units","0","v1212389367","2.1","3460","C","","","0"
"2019-03","Newfoundland and Labrador","2016A000210","Payroll employees","Number","223","units","0","v1212389366","2.3","205955","A","","","0"
"2019-03","Newfoundland and Labrador","2016A000210","Job vacancy rate","Percent","239","units","0","v1212389368","2.4","1.7","C","","","1"
"2019-03","Prince Edward Island","2016A000211","Job vacancies","Number","223","units","0","v1212389370","3.1","1975","E","","","0"
"2019-03","Prince Edward Island","2016A000211","Payroll employees","Number","223","units","0","v1212389369","3.3","57980","A","","","0"
"2019-03","Prince Edward Island","2016A000211","Job vacancy rate","Percent","239","units","0","v1212389371","3.4","3.3","D","","","1"
"2019-03","Nova Scotia","2016A000212","Job vacancies","Number","223","units","0","v1212389373","4.1","11705","B","","","0"
"2019-03","Nova Scotia","2016A000212","Payroll employees","Number","223","units","0","v1212389372","4.3","373125","A","","","0"
"2019-03","Nova Scotia","2016A000212","Job vacancy rate","Percent","239","units","0","v1212389374","4.4","3.0","B","","","1"
"2019-03","New Brunswick","2016A000213","Job vacancies","Number","223","units","0","v1212389376","5.1","7580","B","","","0"
"2019-03","New Brunswick","2016A000213","Payroll employees","Number","223","units","0","v1212389375","5.3","280535","A","","","0"
"2019-03","New Brunswick","2016A000213","Job vacancy rate","Percent","239","units","0","v1212389377","5.4","2.6","B","","","1"
"2019-03","Quebec","2016A000224","Job vacancies","Number","223","units","0","v1212389379","6.1","131160","A","","","0"
"2019-03","Quebec","2016A000224","Payroll employees","Number","223","units","0","v1212389378","6.3","3544135","A","","","0"
"2019-03","Quebec","2016A000224","Job vacancy rate","Percent","239","units","0","v1212389380","6.4","3.6","A","","","1"
"2019-03","Ontario","2016A000235","Job vacancies","Number","223","units","0","v1212389382","7.1","199225","A","","","0"
"2019-03","Ontario","2016A000235","Payroll employees","Number","223","units","0","v1212389381","7.3","6186880","A","","","0"
"2019-03","Ontario","2016A000235","Job vacancy rate","Percent","239","units","0","v1212389383","7.4","3.1","A","","","1"
"2019-03","Manitoba","2016A000246","Job vacancies","Number","223","units","0","v1212389385","8.1","16895","B","","","0"
"2019-03","Manitoba","2016A000246","Payroll employees","Number","223","units","0","v1212389384","8.3","573300","A","","","0"
"2019-03","Manitoba","2016A000246","Job vacancy rate","Percent","239","units","0","v1212389386","8.4","2.9","B","","","1"
"2019-03","Saskatchewan","2016A000247","Job vacancies","Number","223","units","0","v1212389388","9.1","10895","B","","","0"
"2019-03","Saskatchewan","2016A000247","Payroll employees","Number","223","units","0","v1212389387","9.3","453245","A","","","0"
"2019-03","Saskatchewan","2016A000247","Job vacancy rate","Percent","239","units","0","v1212389389","9.4","2.3","B","","","1"
"2019-03","Alberta","2016A000248","Job vacancies","Number","223","units","0","v1212389391","10.1","50440","B","","","0"
"2019-03","Alberta","2016A000248","Payroll employees","Number","223","units","0","v1212389390","10.3","1955300","A","","","0"
"2019-03","Alberta","2016A000248","Job vacancy rate","Percent","239","units","0","v1212389392","10.4","2.5","B","","","1"
"2019-03","British Columbia","2016A000259","Job vacancies","Number","223","units","0","v1212389394","11.1","105685","A","","","0"
"2019-03","British Columbia","2016A000259","Payroll employees","Number","223","units","0","v1212389393","11.3","2196975","A","","","0"
"2019-03","British Columbia","2016A000259","Job vacancy rate","Percent","239","units","0","v1212389395","11.4","4.6","A","","","1"
"2019-03","Yukon","2016A000260","Job vacancies","Number","223","units","0","v1212389397","12.1","950","D","","","0"
"2019-03","Yukon","2016A000260","Payroll employees","Number","223","units","0","v1212389396","12.3","16210","A","","","0"
"2019-03","Yukon","2016A000260","Job vacancy rate","Percent","239","units","0","v1212389398","12.4","5.5","D","","","1"
"2019-03","Northwest Territories","2016A000261","Job vacancies","Number","223","units","0","v1212389400","13.1","565","D","","","0"
"2019-03","Northwest Territories","2016A000261","Payroll employees","Number","223","units","0","v1212389399","13.3","21840","A","","","0"
"2019-03","Northwest Territories","2016A000261","Job vacancy rate","Percent","239","units","0","v1212389401","13.4","2.5","D","","","1"
"2019-03","Nunavut","2016A000262","Job vacancies","Number","223","units","0","v1212389403","14.1","310","D","","","0"
"2019-03","Nunavut","2016A000262","Payroll employees","Number","223","units","0","v1212389402","14.3","11775","A","","","0"
"2019-03","Nunavut","2016A000262","Job vacancy rate","Percent","239","units","0","v1212389404","14.4","2.6","D","","","1"
"2019-04","Canada","2016A000011124","Job vacancies","Number","223","units","0","v1212389364","1.1","594825","A","","","0"
"2019-04","Canada","2016A000011124","Payroll employees","Number","223","units","0","v1212389363","1.3","15930735","A","","","0"
"2019-04","Canada","2016A000011124","Job vacancy rate","Percent","239","units","0","v1212389365","1.4","3.6","A","","","1"
"2019-04","Newfoundland and Labrador","2016A000210","Job vacancies","Number","223","units","0","v1212389367","2.1","3435","C","","","0"
"2019-04","Newfoundland and Labrador","2016A000210","Payroll employees","Number","223","units","0","v1212389366","2.3","175325","A","","","0"
"2019-04","Newfoundland and Labrador","2016A000210","Job vacancy rate","Percent","239","units","0","v1212389368","2.4","1.9","C","","","1"
"2019-04","Prince Edward Island","2016A000211","Job vacancies","Number","223","units","0","v1212389370","3.1","2260","E","","","0"
"2019-04","Prince Edward Island","2016A000211","Payroll employees","Number","223","units","0","v1212389369","3.3","58135","A","","","0"
"2019-04","Prince Edward Island","2016A000211","Job vacancy rate","Percent","239","units","0","v1212389371","3.4","3.7","D","","","1"
"2019-04","Nova Scotia","2016A000212","Job vacancies","Number","223","units","0","v1212389373","4.1","11780","B","","","0"
"2019-04","Nova Scotia","2016A000212","Payroll employees","Number","223","units","0","v1212389372","4.3","405505","A","","","0"
"2019-04","Nova Scotia","2016A000212","Job vacancy rate","Percent","239","units","0","v1212389374","4.4","2.8","B","","","1"
"2019-04","New Brunswick","2016A000213","Job vacancies","Number","223","units","0","v1212389376","5.1","9765","B","","","0"
"2019-04","New Brunswick","2016A000213","Payroll employees","Number","223","units","0","v1212389375","5.3","281535","A","","","0"
"2019-04","New Brunswick","2016A000213","Job vacancy rate","Percent","239","units","0","v1212389377","5.4","3.4","B","","","1"
"2019-04","Quebec","2016A000224","Job vacancies","Number","223","units","0","v1212389379","6.1","139785","A","","","0"
"2019-04","Quebec","2016A000224","Payroll employees","Number","223","units","0","v1212389378","6.3","3556045","A","","","0"
"2019-04","Quebec","2016A000224","Job vacancy rate","Percent","239","units","0","v1212389380","6.4","3.8","A","","","1"
"2019-04","Ontario","2016A000235","Job vacancies","Number","223","units","0","v1212389382","7.1","224385","A","","","0"
"2019-04","Ontario","2016A000235","Payroll employees","Number","223","units","0","v1212389381","7.3","6210235","A","","","0"
"2019-04","Ontario","2016A000235","Job vacancy rate","Percent","239","units","0","v1212389383","7.4","3.5","A","","","1"
"2019-04","Manitoba","2016A000246","Job vacancies","Number","223","units","0","v1212389385","8.1","15780","B","","","0"
"2019-04","Manitoba","2016A000246","Payroll employees","Number","223","units","0","v1212389384","8.3","596050","A","","","0"
"2019-04","Manitoba","2016A000246","Job vacancy rate","Percent","239","units","0","v1212389386","8.4","2.6","B","","","1"
"2019-04","Saskatchewan","2016A000247","Job vacancies","Number","223","units","0","v1212389388","9.1","10430","B","","","0"
"2019-04","Saskatchewan","2016A000247","Payroll employees","Number","223","units","0","v1212389387","9.3","452570","A","","","0"
"2019-04","Saskatchewan","2016A000247","Job vacancy rate","Percent","239","units","0","v1212389389","9.4","2.3","B","","","1"
"2019-04","Alberta","2016A000248","Job vacancies","Number","223","units","0","v1212389391","10.1","61575","B","","","0"
"2019-04","Alberta","2016A000248","Payroll employees","Number","223","units","0","v1212389390","10.3","1932670","A","","","0"
"2019-04","Alberta","2016A000248","Job vacancy rate","Percent","239","units","0","v1212389392","10.4","3.1","A","","","1"
"2019-04","British Columbia","2016A000259","Job vacancies","Number","223","units","0","v1212389394","11.1","113375","A","","","0"
"2019-04","British Columbia","2016A000259","Payroll employees","Number","223","units","0","v1212389393","11.3","2212365","A","","","0"
"2019-04","British Columbia","2016A000259","Job vacancy rate","Percent","239","units","0","v1212389395","11.4","4.9","A","","","1"
"2019-04","Yukon","2016A000260","Job vacancies","Number","223","units","0","v1212389397","12.1","1250","E","","","0"
"2019-04","Yukon","2016A000260","Payroll employees","Number","223","units","0","v1212389396","12.3","16315","A","","","0"
"2019-04","Yukon","2016A000260","Job vacancy rate","Percent","239","units","0","v1212389398","12.4","7.1","E","","","1"
"2019-04","Northwest Territories","2016A000261","Job vacancies","Number","223","units","0","v1212389400","13.1","850","D","","","0"
"2019-04","Northwest Territories","2016A000261","Payroll employees","Number","223","units","0","v1212389399","13.3","22080","A","","","0"
"2019-04","Northwest Territories","2016A000261","Job vacancy rate","Percent","239","units","0","v1212389401","13.4","3.7","D","","","1"
"2019-04","Nunavut","2016A000262","Job vacancies","Number","223","units","0","v1212389403","14.1","","F","","","0"
"2019-04","Nunavut","2016A000262","Payroll employees","Number","223","units","0","v1212389402","14.3","11905","A","","","0"
"2019-04","Nunavut","2016A000262","Job vacancy rate","Percent","239","units","0","v1212389404","14.4","","F","","","1"
"2019-05","Canada","2016A000011124","Job vacancies","Number","223","units","0","v1212389364","1.1","587490","A","","","0"
"2019-05","Canada","2016A000011124","Payroll employees","Number","223","units","0","v1212389363","1.3","16019520","A","","","0"
"2019-05","Canada","2016A000011124","Job vacancy rate","Percent","239","units","0","v1212389365","1.4","3.5","A","","","1"
"2019-05","Newfoundland and Labrador","2016A000210","Job vacancies","Number","223","units","0","v1212389367","2.1","6090","C","","","0"
"2019-05","Newfoundland and Labrador","2016A000210","Payroll employees","Number","223","units","0","v1212389366","2.3","181260","A","","","0"
"2019-05","Newfoundland and Labrador","2016A000210","Job vacancy rate","Percent","239","units","0","v1212389368","2.4","3.2","C","","","1"
"2019-05","Prince Edward Island","2016A000211","Job vacancies","Number","223","units","0","v1212389370","3.1","1770","D","","","0"
"2019-05","Prince Edward Island","2016A000211","Payroll employees","Number","223","units","0","v1212389369","3.3","59680","A","","","0"
"2019-05","Prince Edward Island","2016A000211","Job vacancy rate","Percent","239","units","0","v1212389371","3.4","2.9","D","","","1"
"2019-05","Nova Scotia","2016A000212","Job vacancies","Number","223","units","0","v1212389373","4.1","12500","B","","","0"
"2019-05","Nova Scotia","2016A000212","Payroll employees","Number","223","units","0","v1212389372","4.3","409145","A","","","0"
"2019-05","Nova Scotia","2016A000212","Job vacancy rate","Percent","239","units","0","v1212389374","4.4","3.0","B","","","1"
"2019-05","New Brunswick","2016A000213","Job vacancies","Number","223","units","0","v1212389376","5.1","9825","B","","","0"
"2019-05","New Brunswick","2016A000213","Payroll employees","Number","223","units","0","v1212389375","5.3","305960","A","","","0"
"2019-05","New Brunswick","2016A000213","Job vacancy rate","Percent","239","units","0","v1212389377","5.4","3.1","B","","","1"
"2019-05","Quebec","2016A000224","Job vacancies","Number","223","units","0","v1212389379","6.1","146240","A","","","0"
"2019-05","Quebec","2016A000224","Payroll employees","Number","223","units","0","v1212389378","6.3","3564465","A","","","0"
"2019-05","Quebec","2016A000224","Job vacancy rate","Percent","239","units","0","v1212389380","6.4","3.9","A","","","1"
"2019-05","Ontario","2016A000235","Job vacancies","Number","223","units","0","v1212389382","7.1","213565","A","","","0"
"2019-05","Ontario","2016A000235","Payroll employees","Number","223","units","0","v1212389381","7.3","6240340","A","","","0"
"2019-05","Ontario","2016A000235","Job vacancy rate","Percent","239","units","0","v1212389383","7.4","3.3","A","","","1"
